basDt,srtnCd,fndNm,ctg,setpDt,fndTp,prdClsfCd,asoStdCd
20260511,D1077,한화 Japan REITs 부동산 투자신탁 1호(리츠-재간접형) S-RP(퇴직연금),자산운용,20200720,부동산,17121E120601644ZZ20C,K55213D10779
20260511,CV557,흥국중기국공채증권투자신탁[채권]C-i,자산운용,20191001,채권형,11111912001013223ZZ5,K55224CV5570
20260511,CK812,미래에셋AI글로벌모멘텀혼합자산자투자신탁(재간접형)종류C-P2,자산운용,20191010,혼합자산,19123A1206002ZZZZZZD,K55301CK8128
20260511,CK798,미래에셋AI글로벌모멘텀혼합자산자투자신탁(재간접형)종류A-e,자산운용,20190926,혼합자산,1912361200102ZZZZZZD,K55301CK7989
20260511,CK811,미래에셋AI글로벌모멘텀혼합자산자투자신탁(재간접형)종류C-Pe,자산운용,20190926,혼합자산,1912361203602ZZZZZZD,K55301CK8110
20260511,B0168,베어링고배당플러스증권투자신탁(주식)ClassI,자산운용,20150224,주식형,12111912001011411112,K55302B01682
20260511,B4799,NH-Amundi 성장 중소형주 증권투자신탁[주식]Class C-P1(연금저축),자산운용,20150713,주식형,12111A12036011113111,K55232B47999
20260511,99330,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 C5,자산운용,20110509,주식형,12123412001171101ZZ2,KR5229993302
20260511,A2291,NH-Amundi 성장 중소형주 증권투자신탁[주식] Class Ce,자산운용,20110427,주식형,12111612301011113111,KR5232A22917
20260511,68498,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식],자산운용,20070507,주식형,12123112001171101ZZ2,KR5229684984
20260511,68499,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 A,자산운용,20070507,주식형,12123212001171101ZZ2,KR5229684992
20260511,68500,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 C,자산운용,20070507,주식형,12123412001171101ZZ2,KR5229685007
20260511,67616,IBK 골드마이닝 증권 자투자신탁 1호[주식] 종류 A,자산운용,20070413,주식형,12123212014021501ZZA,KR5234676165
20260511,BG296,한국밸류10년투자증권투자신탁1호(채권혼합)종류A-E,자산운용,20160901,혼합채권형,14111612001012211ZZ4,K55236BG2961
20260511,16164,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 C-E,자산운용,20090923,주식형,12123612001171101ZZ2,KR5229161645
20260511,17722,삼성미국코어주식증권자투자신탁H[주식]_Ce,자산운용,20100316,주식형,1212361200110110121C,KR5105177228
20260511,A2287,NH-Amundi성장 중소형주 증권투자신탁[주식] Class C1,자산운용,20110503,주식형,12111412301011113111,KR5232A22875
20260511,26594,미래에셋장기성장포커스증권자투자신탁3호(주식)종류직판F,자산운용,20120215,주식형,12113C11001011111111,KR5301265942
20260511,A2286,NH-Amundi 성장 중소형주 증권투자신탁[주식] Class A1,자산운용,20110622,주식형,12111212301011113111,KR5232A22867
20260511,75022,DB차이나증권투자신탁제1호[주식]ClassC-E,자산운용,20071018,주식형,12121612001171101ZZB,KR5216750228
20260511,75071,DB차이나증권투자신탁제1호[주식]ClassC-H,자산운용,20071019,주식형,12121812001171101ZZB,KR5216750715
20260511,56658,DB차이나증권투자신탁제1호[주식]_운용,자산운용,20060508,주식형,12121112001171101ZZB,KR5216566582
20260511,AQ633,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 S,자산운용,20140422,주식형,12123D12101171101ZZ2,KR5229AQ6335
20260511,16165,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 C-W,자산운용,20141016,주식형,12123712001171101ZZ2,KR5229161652
20260511,BA881,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스S-P2(연금저축),자산운용,20160315,주식형,12123E12036171111ZZ2,K55229BA8815
20260511,67901,대신 퇴직연금60 대표기업 증권자투자신탁[주식혼합],자산운용,20070419,혼합주식형,13113Z12060012111122,KR5203679018
20260511,67435,DB차이나증권투자신탁제1호[주식]ClassA,자산운용,20070410,주식형,12121212001171101ZZB,KR5216674352
20260511,67495,DB차이나증권투자신탁제1호[주식]ClassA1,자산운용,20070411,주식형,12121212001171101ZZB,KR5216674956
20260511,AW651,미래에셋장기성장포커스증권자투자신탁3호(주식)종류S,자산운용,20150722,주식형,12113D12001011111111,KR5301AW6510
20260511,AQ645,DB차이나증권투자신탁제1호[주식]ClassS,자산운용,20140422,주식형,12121D12001171101ZZB,KR5216AQ6454
20260511,98795,DB차이나증권투자신탁제1호[주식]ClassC5,자산운용,20110412,주식형,12121412001171101ZZB,KR5216987952
20260511,AF696,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 C-P(퇴직연금),자산운용,20150224,주식형,12123A12060171101ZZ2,KR5229AF6965
20260511,AZ550,카디안 차이나드래곤AShare증권자투자신탁(UH)[주식] 클래스 C-P2(연금저축),자산운용,20150318,주식형,12123A12036171101ZZ2,KR5229AZ5500
20260511,AH511,NH-Amundi 코리아 2배 레버리지 증권투자신탁[주식-파생형] ClassAe,자산운용,20130425,파생상품,12211212015017111261,KR5232AH5119
20260511,A2293,NH-Amundi 성장 중소형주 증권투자신탁[주식]Class Cw,자산운용,20160314,주식형,12111B12301011113111,KR5232A22933
20260511,B4800,NH-Amundi 성장 중소형주 증권투자신탁[주식]Class C-P2(퇴직연금),자산운용,20151020,주식형,12111A12060011113111,K55232B48005
20260511,AB118,KB스타 코리아 레버리지2.0 증권 투자신탁(주식-파생형)C-E 클래스,자산운용,20130425,파생상품,122116120150151ZZ121,KR5223AB1180
20260511,AL415,KB RISE 주식혼합증권상장지수투자신탁(주식혼합),자산운용,20131016,혼합주식형,13111Z12044011111263,KR5223AL4158
20260511,AL416,KB RISE 200채권혼합50증권상장지수투자신탁(채권혼합),자산운용,20131016,혼합채권형,14111Z12044012111264,KR5223AL4166
20260511,AT976,NH-Amundi 국채10년 인덱스 증권자[채권]Class C,자산운용,20140903,채권형,11113412001013224264,KR5232AT9760
20260511,AP088,한국투자마스터증권자투자신탁1호(국공채)(S),자산운용,20140422,채권형,11113D12001013222ZZ5,KR5101AP0886
20260511,69837,KB스타 유로 인덱스 증권 자투자신탁(주식-파생형)C-E,자산운용,20070604,파생상품,1222361201508711226B,KR5223698378
20260511,64936,한화아시아리츠부동산자투자신탁(리츠-재간접형) (A),자산운용,20070206,부동산,171232120010344ZZ18C,KR5213649365
20260511,64938,한화아시아리츠부동산자투자신탁(리츠-재간접형),자산운용,20070206,부동산,171231120010344ZZ18C,KR5213649381
20260511,48063,한화 Japan REITs 부동산 투자신탁 1호(리츠-재간접형),자산운용,20050316,부동산,171211120011644ZZ20C,KR5213480639
20260511,83714,한화 Japan REITs 부동산 투자신탁 1호(리츠-재간접형) (C1),자산운용,20050316,부동산,171214120011644ZZ20C,KR5213837143
20260511,AP514,한화 Japan REITs 부동산 투자신탁 1호(리츠-재간접형) (S),자산운용,20140422,부동산,17121D120011644ZZ20C,KR5213AP5146
20260511,AP382,한화아시아리츠부동산 자투자신탁(리츠-재간접형) (S),자산운용,20140422,부동산,17123D120010344ZZ18C,KR5213AP3828
20260511,AH973,한화아시아리츠부동산 모투자신탁(리츠-재간접형),자산운용,20130508,부동산,17122Z120010344ZZ183,KR5213AH9734
20260511,92507,한화 Japan REITs 부동산 투자신탁 1호(리츠-재간접형) (A),자산운용,20101220,부동산,171212120011644ZZ20C,KR5213925070
20260511,96775,한화아시아리츠부동산자투자신탁(리츠-재간접형) (C5),자산운용,20110207,부동산,171234120010344ZZ18C,KR5213967759
20260508,19931,AB미국그로스증권투자신탁(주식-재간접형)종류형C4,자산운용,20130329,재간접,16121412001101301ZZB,KR5370199311
20260508,AH599,다올VIP스타셀렉션60증권자투자신탁[주식혼합] 종류C-P,자산운용,20130507,혼합주식형,13113A120360111ZZZZ2,KR5306AH5995
20260508,AH192,다올VIP스타셀렉션60증권자투자신탁[주식혼합](운),자산운용,20130507,혼합주식형,131131120010111ZZZZ2,KR5306AH1929
20260508,AP498,미래에셋스마트롱숏50증권자투자신탁1호(주식혼합)종류C2,자산운용,20150312,혼합주식형,13113412001012111264,KR5301AP4985
20260508,AP953,삼성코리아인덱스장기소득공제증권전환형자투자신탁 제1호[주식-파생형]_Ce,자산운용,20140407,파생상품,12213612073015111262,KR5105AP9537
20260508,AH874,교보악사Tomorrow장기우량증권투자신탁K-1호(채권)ClassC-P2,자산운용,20130426,채권형,11111A120360131ZZZZ5,KR5207AH8742
20260508,AI131,미래에셋솔로몬장기국공채증권모투자신탁(채권),자산운용,20130506,채권형,11112Z12049013224ZZ5,KR5301AI1311
20260508,BB016,삼성달러표시단기채권증권자투자신탁UH[채권]_Cp(퇴직연금),자산운용,20160218,채권형,11123A12060023122264,K55105BB0166
20260508,79108,한국투자브릭스증권모투자신탁(주식),자산운용,20080506,주식형,12122Z12001111111202,KR5101791089
20260508,79691,한국투자아시아증권모투자신탁(주식),자산운용,20080506,주식형,12122Z12001051111263,KR5101796914
20260508,26590,미래에셋장기성장포커스증권자투자신탁3호(주식)종류C2,자산운용,20110511,주식형,12113412001011111111,KR5301265900
20260508,A0567,키움작은거인증권자투자신탁1호[주식]ClassA,자산운용,20110331,주식형,12113212001011113261,KR5391A05676
20260508,CX966,삼성평생소득TIF60증권자투자신탁2호H[주식혼합-재간접형]_Cpe(퇴직연금),자산운용,20191209,재간접,161236120600211ZZZZD,K55105CX9665
20260508,C5147,한국투자차이나AI빅테크플러스증권투자신탁(주식)(C4),자산운용,20210517,주식형,12121412001171111ZZB,K55101C51475
20260508,CW034,타임폴리오위드타임증권자투자신탁(사모투자재간접형)종류A,자산운용,20190923,재간접,161132120820169ZZZZ1,K553J1CW0340
20260508,C6046,하나THE코스닥벤처증권투자신탁[주식혼합-파생형] 종류 C,자산운용,20180405,파생상품,13211412001015131ZZ2,K55102C60466
20260508,CA650,KB 글로벌 리얼에셋 인컴 증권 자투자신탁(채권)(H) C-Pe,자산운용,20190222,채권형,11123A120360231ZZZZE,K55223CA6509
20260508,C9969,현대강소기업증권자투자신탁1호[주식]종류C-P2e,자산운용,20180622,주식형,12113412060011113111,K55373C99693
20260508,D2075,한국투자미국배당귀족증권자투자신탁UH(주식)(A),자산운용,20200422,주식형,12123212015101119143,K55101D20759
20260508,CC879,키움장대트리플플러스증권투자신탁1호[채권혼합]Class A-e,자산운용,20190401,혼합채권형,14111612325012611ZZ6,K55206CC8793
20260508,C8920,KB 차이나 AI테크 증권 자투자신탁(주식) C-Pe,자산운용,20180525,주식형,12123A1203617151126B,K55223C89204
20260508,BU448,NH-Amundi 모아모아15 증권투자신탁[채권혼합] Class Ae,자산운용,20171121,혼합채권형,14111612001012111265,K55232BU4484
20260508,C6425,다올블록딜공모주하이일드증권투자신탁[채권혼합] 종류C-P,자산운용,20180413,혼합채권형,14111A123360126ZZZZ5,K55306C64259
20260508,BU287,iM에셋글로벌다이나믹주식증권투자신탁(주식-재간접형)(H)(C-Pe),자산운용,20170824,재간접,1612161203602110126B,K55366BU2874
20260508,BV783,키움SmartInvestor분할매수증권자투자신탁제1호_C-Pe[주식혼합-재간접형],자산운용,20170904,재간접,16113A12036011111ZZ2,K55206BV7835
20260508,B3994,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류A-e,자산운용,20161107,재간접,1612361201402150118B,K55235B39940
20260508,AC501,카디안 미국투자적격회사채증권자투자신탁(H)[채권-재간접형] 클래스 C,자산운용,20120917,재간접,161234120011031ZZZZD,KR5229AC5010
20260508,98446,iM에셋월드골드증권자투자신탁(주식-재간접형)(UH)(C3),자산운용,20110110,재간접,16123412069021501181,KR5366984460
20260508,ED578,우리미국단기채공모주증권자투자신탁1호(H)(채권혼합)ClassC-P1e,자산운용,20240906,혼합채권형,141236120010231ZZZZD,K55107ED5788
20260508,E8244,코레이트초단기금리혼합자산투자신탁_A,자산운용,20240312,혼합자산,1911121200101ZZ21265,K55310E82440
20260508,E9276,대신 미국 장기국채 액티브 목표전환형 증권투자신탁2호[채권-재간접형] 종류 A,자산운용,20240326,재간접,16121232012103224ZZC,K55203E92768
20260508,E8602,우리큰만족신종MMF3호ClassC,자산운용,20240105,단기금융,1EE114120010182ZZZZ6,K55107E86029
20260508,ED278,다올내일출금초단기채공모주증권투자신탁[채권혼합] 종류Ce,자산운용,20240715,혼합채권형,141116120010131ZZZZ5,K55306ED2784
20260508,DZ131,코레이트초단기금리혼합자산투자신탁_C-I,자산운용,20230605,혼합자산,1911191200101ZZ21265,K55310DZ1314
20260508,DI582,DB크레딧알파증권투자신탁제1호[채권혼합]종류C-PE,자산운용,20210719,혼합채권형,14111612036012611ZZ4,K55216DI5824
20260508,DI576,DB크레딧알파증권투자신탁제1호[채권혼합]종류C-E,자산운용,20210719,혼합채권형,14111612001012611ZZ4,K55216DI5766
20260508,DI574,DB크레딧알파증권투자신탁제1호[채권혼합]종류A-E,자산운용,20210719,혼합채권형,14111612001012611ZZ4,K55216DI5741
20260508,27465,신영밸류우선주30증권자투자신탁(채권혼합)Ce형,자산운용,20160304,혼합채권형,14113612001012111115,KR5209274657
20260508,DI562,DB크레딧알파증권투자신탁제1호[채권혼합]종류A,자산운용,20210614,혼합채권형,14111212001012611ZZ4,K55216DI5626
20260508,DI575,DB크레딧알파증권투자신탁제1호[채권혼합]종류C,자산운용,20210507,혼합채권형,14111412001012611ZZ4,K55216DI5758
20260508,DI519,DB크레딧알파증권투자신탁제1호[채권혼합]_운용,자산운용,20210507,혼합채권형,14111112001012611ZZ4,K55216DI5196
20260508,BU041,교보악사공모주알파30증권자투자신탁2호[채권혼합]ClassC-P2e,자산운용,20210405,혼합채권형,14113A120340126ZZZZ5,K55207BU0418
20260508,DA803,한화K리츠플러스부동산 자투자신탁(H)(리츠-재간접형) C-RP(퇴직연금),자산운용,20201021,부동산,17133A120600244ZZZZD,K55213DA8035
20260508,CP588,교보악사 평생든든 적격TDF 2035증권자투자신탁(주식혼합-재간접형) Class C-R(퇴직연금),자산운용,20190521,재간접,16133A120600211ZZZZC,K55207CP5884
20260508,D8189,KB 글로벌 AI 플랫폼 증권 자투자신탁(주식)(UH) C,자산운용,20200727,주식형,12123412001021111212,K55223D81894
20260508,26591,미래에셋장기성장포커스증권자투자신탁3호(주식)종류C3,자산운용,20120507,주식형,12113412001011111111,KR5301265918
20260508,99791,신한유럽배당증권자투자신탁제1호(H)[주식](종류C4),자산운용,20110117,주식형,1212341240108141122C,KR5210997916
20260508,A9189,신한엄마사랑어린이적립식증권자투자신탁제1호[주식](종류C-e),자산운용,20120312,주식형,12113612007011211112,KR5210A91892
20260508,98292,미래에셋장기성장포커스증권자투자신탁1호(주식)종류A,자산운용,20101223,주식형,12113212001011111111,KR5301982926
20260508,EM618,한화 K방산조선원전증권 자투자신탁(주식) A,자산운용,20250814,주식형,12113212001011511262,K55213EM6182
20260508,EN499,마이다스기본적격TDF2040혼합자산자투자신탁 C-Pe1,자산운용,20250901,혼합자산,1913361203602ZZZZZZ3,K55303EN4997
20260508,ER290,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형) Class C-Pe,자산운용,20260119,재간접,16111A320120131ZZZZ5,K55240ER2902
20260508,ER287,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형)Class C-P,자산운용,20260119,재간접,16111A320120131ZZZZ5,K55240ER2878
20260508,ER285,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형)Class C-F,자산운용,20260119,재간접,161117320120131ZZZZ5,K55240ER2852
20260508,ER282,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형) Class C-e,자산운용,20260119,재간접,161116320120131ZZZZ5,K55240ER2829
20260508,ER275,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형),자산운용,20260119,재간접,161111320120131ZZZZ5,K55240ER2753
20260508,ER276,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형)Class A,자산운용,20260119,재간접,161112320120131ZZZZ5,K55240ER2761
20260508,ER277,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형)Class A-e,자산운용,20260119,재간접,161116320120131ZZZZ5,K55240ER2779
20260508,ER279,BNK미국혁신테크Top3목표전환형증권투자신탁(채권-재간접형) Class C,자산운용,20260119,재간접,161114320120131ZZZZ5,K55240ER2795
20260508,EL433,브이아이 한미 국채분할매수 목표전환형 증권 투자신탁 1호[채권] A-E,자산운용,20250627,채권형,11131632312013225ZZD,K55104EL4339
20260508,BE858,교보악사프라임법인MMFJ-1호ClassC,자산운용,20160617,단기금융,1EE114120010181ZZZZ6,K55207BE8585
20260508,E8226,코레이트셀렉트단기채증권투자신탁[채권]_C-I,자산운용,20240730,채권형,11111912001013121ZZ6,K55310E82267
20260508,AP909,트러스톤밸류웨이소득공제증권자투자신탁[주식]Ce클래스,자산운용,20140404,주식형,12113612073011211112,KR5363AP9096
20260508,68415,하나IT코리아증권자투자신탁(제1호)[주식]ClassA,자산운용,20070503,주식형,12113212001011511182,KR5102684150
20260508,EU686,신한SOL코스닥150인덱스증권투자신탁[주식-파생형](종류C-s),자산운용,20260429,파생상품,12211Y12015017111262,K55210EU6862
20260508,ER886,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형](종류C-re),자산운용,20260317,재간접,16111632060013121ZZ5,K55210ER8863
20260508,ER881,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형](종류C-s),자산운용,20260317,재간접,16111Y32012013121ZZ5,K55210ER8814
20260508,ER291,현대인베스트먼트넥스트하이킥목표전환형증권투자신탁3호(채권-재간접형)P-e,자산운용,20260206,재간접,16111A320360131ZZZZ5,K55239ER2913
20260508,ER876,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형],자산운용,20260317,재간접,16111132012013121ZZ5,K55210ER8764
20260508,ER877,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형](종류A1),자산운용,20260317,재간접,16111232012013121ZZ5,K55210ER8772
20260508,ER878,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형](종류A-e),자산운용,20260317,재간접,16111632012013121ZZ5,K55210ER8780
20260508,ER880,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형](종류C-e),자산운용,20260317,재간접,16111632012013121ZZ5,K55210ER8806
20260508,DJ470,우리반도체BIG2플러스증권투자신탁(채권혼합)ClassC-W,자산운용,20260506,혼합채권형,14111B120010131ZZZZ4,K55107DJ4703
20260508,EF528,NH-Amundi 글로벌 자산배분 증권자투자신탁(H)[채권혼합-재간접형] Class C-P1(연금저축),자산운용,20260506,재간접,16123A120360221ZZZZD,K55232EF5289
20260508,ER439,삼성더알아서투자해주는EMP증권투자신탁[채권혼합-재간접형]_Cp(퇴직연금),자산운용,20260506,재간접,16111A120600131ZZZZ4,K55105ER4399
20260508,EU829,삼성액티브 코스닥 FOCUS 증권투자신탁[주식]_Cpe(퇴직연금),자산운용,20260506,주식형,12111612060011113262,K553N9EU8297
20260508,EU832,삼성액티브 코스닥 FOCUS 증권투자신탁[주식]_S-P(퇴직연금),자산운용,20260506,주식형,12111E12060011113262,K553N9EU8321
20260508,EV411,KB 멀티매니저 브릭스 증권 자투자신탁(주식) C-F 클래스,자산운용,20260506,주식형,1212371200112110123B,K55223EV4119
20260508,EV412,KB 연금 브릭스 증권 전환형 자투자신탁(주식) C-F 클래스,자산운용,20260506,주식형,1212371200112111123B,K55223EV4127
20260508,ER883,신한G3AI테크EMP목표전환형증권투자신탁[채권-재간접형](종류C-pe),자산운용,20260317,재간접,16111632036013121ZZ5,K55210ER8830
20260508,EU878,하나 1Q 코스닥150채권혼합50액티브증권상장지수투자신탁[채권혼합],자산운용,20260427,혼합채권형,14111Z12044017121ZZ4,K55102EU8786
20260508,AM399,신한BEST신종법인용단기금융투자신탁GS-2호(종류C-w),자산운용,20131224,단기금융,1EE11B120010182ZZZZ6,KR5210AM3998
20260508,EP815,KB K-성장과 지배구조 50 목표전환 증권 투자신탁 제2호(채권-재간접형) C-Pe,자산운용,20251128,재간접,16111A320360131ZZZZ5,K55223EP8159
20260508,ES743,삼성알아서글로벌주도테마EMP목표전환형증권투자신탁제2호[채권-재간접형]_A,자산운용,20260330,재간접,161312320110231ZZZZ5,K55105ES7433
20260508,36906,미래에셋FINEMMF1호(국공채),자산운용,20030506,단기금융,1EE11Z120490181ZZZZ6,KR5227369067
20260507,B2779,미래에셋밸런스롱숏증권자투자신탁1호(채권혼합) 종류A-e,자산운용,20160513,혼합채권형,14113612001012111ZZ5,K55301B27796
20260507,36879,한국투자신종법인용MMF3호(국공채)(모),자산운용,20030502,단기금융,1EE111120010181ZZZZ6,KR5101368797
20260507,ES660,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) J-e,자산운용,20260309,재간접,16111C32001013121ZZ5,K55213ES6608
20260507,ES659,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) C-RPe(퇴직연금),자산운용,20260309,재간접,16111A32060013121ZZ5,K55213ES6590
20260507,ES658,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) C-RP(퇴직연금),자산운용,20260309,재간접,16111A32060013121ZZ5,K55213ES6582
20260507,ES657,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) C-Pe(연금저축),자산운용,20260309,재간접,16111632036013121ZZ5,K55213ES6574
20260507,ES652,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) C-f,자산운용,20260309,재간접,16111732001013121ZZ5,K55213ES6525
20260507,ER419,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형),자산운용,20260309,재간접,16111132001013121ZZ5,K55213ER4190
20260507,ES651,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) C-e,자산운용,20260309,재간접,16111632001013121ZZ5,K55213ES6517
20260507,ES649,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) A-e,자산운용,20260309,재간접,16111632001013121ZZ5,K55213ES6491
20260507,ER421,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) A,자산운용,20260309,재간접,16111232001013121ZZ5,K55213ER4216
20260507,EP823,신한지수연계싱글리자드증권투자신탁SEK-2호[ELS-파생형](종류),자산운용,20251105,파생상품,122211329470253ZZZZ1,K55210EP8238
20260507,EP825,신한지수연계싱글리자드증권투자신탁SEK-2호[ELS-파생형](종류A-e),자산운용,20251105,파생상품,122216329470253ZZZZ1,K55210EP8253
20260507,ES650,한화 다이내믹집중매수EMP 목표전환형 증권투자신탁(채권-재간접형) C,자산운용,20260309,재간접,16111432001013121ZZ5,K55213ES6509
20260507,E1145,한국투자글로벌우주기술&방산증권자투자신탁UH(주식)(S),자산운용,20260203,주식형,12123D12001021111ZZ2,K55101E11459
20260507,ET032,하나리레이팅코리아목표전환형증권투자신탁제3호[채권-재간접형]ClassC,자산운용,20260323,재간접,16111432012012121ZZ5,K55102ET0323
20260507,BX867,미래에셋글로벌다이나믹플러스증권자투자신탁1호(채권)종류CG,자산운용,20260504,채권형,11133G120010231ZZZZE,K55301BX8678
20260507,EV253,KB 글로벌 미래성장산업 증권 투자신탁(주식-재간접형)(UH) C-F,자산운용,20260430,재간접,161217120010211ZZZZ2,K55223EV2535
20260507,C5181,한화 LIFEPLUS 적격TDF 2040 증권 자투자신탁(주식혼합-재간접형) 종류 C-e,자산운용,20260504,재간접,16123412001021111ZZ3,K55213C51817
20260507,EP665,KCGI프리덤적격TDF2060증권자투자신탁[주식혼합-재간접형]종류C-Pe2,자산운용,20260504,재간접,16123A1306002ZZZZZZ3,K55365EP6656
20260507,E1147,한국투자글로벌우주기술&방산증권자투자신탁UH(주식)(S-R),자산운용,20260206,주식형,12123A12060021111ZZ2,K55101E11475
20260507,ER148,신한글로벌AI인프라목표전환형증권투자신탁[채권](종류A-e),자산운용,20260126,채권형,11111632012013121ZZ5,K55210ER1488
20260507,E1146,한국투자글로벌우주기술&방산증권자투자신탁UH(주식)(S-P),자산운용,20260203,주식형,12123E12036021111ZZ2,K55101E11467
20260507,14210,우리 Best중소형증권자투자신탁[주식]Class E,자산운용,20090617,주식형,12113612001011113112,KR5228142109
20260507,14209,우리 Best중소형증권자투자신탁[주식]Class A2,자산운용,20090617,주식형,12113212001011113112,KR5228142091
20260507,AG932,키움신성장중소형주증권자투자신탁제1호[주식]C4,자산운용,20160712,주식형,12113412301011111262,KR5206AG9320
20260507,B6293,키움퇴직연금코어밸류증권자투자신탁제1호[주식]CLASS C1,자산운용,20160503,주식형,12113412060011111112,K55206B62935
20260507,AI683,한화미국대표증권 자투자신탁 2 호(주식-재간접형) 종류A-e,자산운용,20140522,재간접,1612361200110110120B,KR5213AI6838
20260507,B6292,키움퇴직연금코어밸류증권자투자신탁제1호[주식],자산운용,20160503,주식형,12113112060011111112,K55206B62927
20260507,AR150,미래에셋스마트롱숏70증권자투자신탁1호(주식)종류C-e,자산운용,20140416,주식형,12113612001011111264,KR5301AR1500
20260507,AQ732,키움신성장중소형주증권자투자신탁제1호[주식]S,자산운용,20140422,주식형,12113D12301011113262,KR5206AQ7322
20260507,AQ299,우리 Best중소형증권자투자신탁[주식]Class S,자산운용,20140422,주식형,12113D12001011113112,KR5228AQ2996
20260507,EA920,우리나라초단기채권증권투자신탁[채권]ClassC-Pe,자산운용,20240523,채권형,111116120010131ZZZZ5,K55107EA9205
20260507,D6777,우리 Best중소형증권자투자신탁[주식]Class S(P)2,자산운용,20241217,주식형,12113E12060011113112,K55228D67777
20260507,EJ265,브이아이 초단기 국채알파 증권 투자신탁[채권] C-E,자산운용,20250317,채권형,11111612001013121ZZ5,K55104EJ2659
20260507,E1131,한국투자글로벌우주기술&방산증권자투자신탁UH(주식)(A-e),자산운용,20250521,주식형,12123612001021111ZZ2,K55101E11319
20260507,E1143,한국투자글로벌우주기술&방산증권자투자신탁UH(주식)(C-Re),자산운용,20250225,주식형,12123612060021111ZZ2,K55101E11434
20260507,CO950,우리 Best중소형증권자투자신탁[주식]Class S(P)1,자산운용,20241216,주식형,12113E12036011113112,K55228CO9502
20260507,EG487,신영내일드림단기금리혼합자산투자신탁Ae형,자산운용,20250115,혼합자산,1911161200101ZZ21265,K55209EG4876
20260507,ET135,신영기업가치레벨업목표전환형증권투자신탁4호(채권-재간접형)C-Pe형,자산운용,20260306,재간접,16111A320360131ZZZZ5,K55209ET1356
20260507,ET134,신영기업가치레벨업목표전환형증권투자신탁4호(채권-재간접형)C-P형,자산운용,20260306,재간접,16111A320360131ZZZZ5,K55209ET1349
20260507,ET022,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C-P2E,자산운용,20260306,채권형,111116320600131ZZZZ5,K55216ET0227
20260507,EL317,한국투자차이나항셍테크증권자투자신탁UH(주식)(C-e),자산운용,20250730,주식형,12123612015177111ZZ2,K55101EL3177
20260507,ET021,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C-P2,자산운용,20260306,채권형,11111A320600131ZZZZ5,K55216ET0219
20260507,ET020,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C-PE,자산운용,20260306,채권형,111116323360131ZZZZ5,K55216ET0201
20260507,ET019,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C-P,자산운용,20260306,채권형,11111A320360131ZZZZ5,K55216ET0193
20260507,ET018,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C-F,자산운용,20260306,채권형,111117320120131ZZZZ5,K55216ET0185
20260507,ET016,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C-E,자산운용,20260306,채권형,111116320120131ZZZZ5,K55216ET0169
20260507,ET015,DB코스닥메가트렌드목표전환형증권투자신탁제1호[채권]종류C,자산운용,20260306,채권형,111114320120131ZZZZ5,K55216ET0151
